,ticker,name,market,locale,primary_exchange,type,active,currency_name,cik,composite_figi,share_class_figi,last_updated_utc,currency_symbol,base_currency_symbol,base_currency_name,Market Cap,IPO Year,Sector,Industry
1277,BHAT,Blue Hat Interactive Entertainment Technology Ordinary Shares,stocks,us,XNAS,CS,True,usd,0001759136,,,2022-03-22T00:00:00Z,,,,12685942.0,2019.0,Consumer Non-Durables,Recreational Products/Toys
1278,BHB,Bar Harbor Bankshares,stocks,us,XASE,CS,True,usd,0000743367,BBG000JKM045,BBG001SB8Q79,2022-03-22T00:00:00Z,,,,449627550.0,,Finance,Major Banks
1279,BHC,Bausch�Health�Companies�Inc.,stocks,us,XNYS,CS,True,usd,0000885590,BBG000DLFM21,BBG001S7WDP0,2022-03-22T00:00:00Z,,,,8703445203.0,,,
1280,BHE,Benchmark Electronics,stocks,us,XNYS,CS,True,usd,0000863436,BBG000C4JX31,BBG001S6LXL4,2022-03-22T00:00:00Z,,,,928531602.0,,Technology,Electrical Products
1281,BHF,"Brighthouse Financial, Inc.",stocks,us,XNAS,CS,True,usd,0001685040,BBG00DYPZ4T0,BBG00DYPZ4V7,2022-03-22T00:00:00Z,,,,3883630496.0,,Finance,Life Insurance
1287,BHG,"Bright Health Group, Inc.",stocks,us,XNYS,CS,True,usd,0001671284,BBG00ZVX04P9,BBG00ZVX04Q8,2022-03-22T00:00:00Z,,,,1414401462.0,2021.0,Health Care,Medical Specialities
1288,BHIL,"Benson Hill, Inc.",stocks,us,XNYS,CS,True,usd,0001830210,BBG00YMWHFK6,BBG00YMWHGH8,2022-03-22T00:00:00Z,,,,995348340.0,2021.0,,Farming/Seeds/Milling
1290,BHK,BLACKROCK CORE BD TR,stocks,us,XNYS,FUND,True,usd,0001160864,BBG000C09693,BBG001SFNB21,2022-03-22T00:00:00Z,,,,698898484.0,2001.0,Finance,Finance Companies
1291,BHLB,"Berkshire Hills Bancorp, Inc.",stocks,us,XNYS,CS,True,usd,0001108134,BBG000BB00D7,BBG001S5PSK4,2022-03-22T00:00:00Z,,,,1443142319.0,,Finance,Savings Institutions
1292,BHP,BHP Group Limited American Depositary Shares (Each representing two Ordinary Shares),stocks,us,XNYS,ADRC,True,usd,0000811809,BBG000BD5NZ4,BBG001S5P5K4,2022-03-22T00:00:00Z,,,,174143917736.0,,Basic Industries,Precious Metals
1293,BHR,Braemar Hotels & Resorts Inc. Common Stock,stocks,us,XNYS,CS,True,usd,0001574085,BBG004PW84G9,BBG004PW8567,2022-03-22T00:00:00Z,,,,433087507.0,2013.0,Consumer Services,Real Estate Investment Trusts
1296,BHSE,Bull Horn Holdings Corp. Ordinary Shares,stocks,us,XNAS,CS,True,usd,0001759186,,,2022-03-22T00:00:00Z,,,,94218750.0,2020.0,Finance,Business Services
1299,BHV,BlackRock Virginia Muni Bond Trust,stocks,us,XNYS,FUND,True,usd,0001169034,BBG000DXJJH2,BBG001SKCDT9,2022-03-22T00:00:00Z,,,,30449301.0,2002.0,Finance,Finance/Investors Services
1300,BHVN,Biohaven Pharmaceutical Holding Company Ltd.,stocks,us,XNYS,CS,True,usd,0001689813,,,2022-03-22T00:00:00Z,,,,8642368287.0,2017.0,Health Care,Biotechnology: Pharmaceutical Preparations
1302,BIBL,Inspire 100 ETF,stocks,us,ARCX,ETF,True,usd,0001733356,BBG00J3H9QW5,BBG00J3H9RL5,2022-03-22T00:00:00Z,,,,,,,
1303,BICK,First Trust BICK Index Fund,stocks,us,XNAS,ETF,True,usd,0001125816,BBG000DWPB48,BBG001T20Y88,2022-03-22T00:00:00Z,,,,,,,
1305,BIDU,"Baidu, Inc.",stocks,us,XNAS,ADRC,True,usd,0001329099,BBG000QXWHD1,BBG001SNBKD5,2022-03-22T00:00:00Z,,,,51874664922.0,2005.0,Technology,Computer Software: Programming Data Processing
1306,BIF,"Boulder Growth & Income Fund, Inc.",stocks,us,XNYS,FUND,True,usd,0000102426,BBG000KHJ5H9,BBG001SKK3J3,2022-03-22T00:00:00Z,,,,1430232960.0,,Finance,Investment Managers
1307,BIG,"Big Lots, Inc.",stocks,us,XNYS,CS,True,usd,0000768835,BBG000J0D904,BBG001SFZBL7,2022-03-22T00:00:00Z,,,,1193513752.0,,Consumer Services,Department/Specialty Retail Stores
1308,BIGC,"BigCommerce Holdings, Inc. Series 1 Common Stock",stocks,us,XNAS,CS,True,usd,0001626450,BBG00W1PSSJ0,BBG00W1PSTC5,2022-03-22T00:00:00Z,,,,1572599846.0,2020.0,Technology,Computer Software: Prepackaged Software
1310,BIGZ,BlackRock Innovation and Growth Trust,stocks,us,XNYS,FUND,True,usd,0001836057,BBG00ZSNMK93,BBG00ZSNML46,2022-03-22T00:00:00Z,,,,2820118795.0,2021.0,,
1311,BIIB,Biogen Inc. Common Stock,stocks,us,XNAS,CS,True,usd,0000875045,BBG000C17X76,BBG001S67826,2022-03-22T00:00:00Z,,,,30652029736.0,,Health Care,Biotechnology: Pharmaceutical Preparations
1312,BIL,SPDR Bloomberg 1-3 Month T-Bill ETF,stocks,us,ARCX,ETF,True,usd,0001081019,BBG000RFQSH8,BBG001STKCW9,2022-03-22T00:00:00Z,,,,,,,
1313,BILI,Bilibili Inc. American Depositary Shares,stocks,us,XNAS,ADRC,True,usd,0001723690,BBG00K7T3037,BBG00K7T30T9,2022-03-22T00:00:00Z,,,,10678031245.0,2018.0,Technology,EDP Services
1314,BILL,"Bill.com Holdings, Inc.",stocks,us,XNYS,CS,True,usd,0001786352,BBG00QVJV6V4,BBG00QVJV7L3,2022-03-22T00:00:00Z,,,,23288777680.0,2019.0,Technology,Computer Software: Prepackaged Software
1316,BIMI,BIMI International Medical Inc. Common Stock,stocks,us,XNAS,CS,True,usd,0001213660,BBG000LJGFD9,BBG001SK1983,2022-03-22T00:00:00Z,,,,10882843.0,,Health Care,Medical/Nursing Services
1317,BIO,"Bio-Rad Laboratories, Inc.Class A",stocks,us,XNYS,CS,True,usd,0000012208,BBG000DY28W5,BBG001S625W4,2022-03-22T00:00:00Z,,,,17606858092.0,,Capital Goods,Biotechnology: Laboratory Analytical Instruments
1319,BIOC,"Biocept, Inc.",stocks,us,XNAS,CS,True,usd,0001044378,BBG000RRRD66,BBG001T0B985,2022-03-22T00:00:00Z,,,,36716096.0,2014.0,Health Care,Biotechnology: Commercial Physical & Biological Resarch
1320,BIOL,"Biolase, Inc.",stocks,us,XNAS,CS,True,usd,0000811240,BBG000DDG8B9,BBG001S7YL70,2022-03-22T00:00:00Z,,,,54046366.0,,Health Care,Medical/Dental Instruments
1321,BIOS,BioPlus Acquisition Corp. Class A Ordinary Shares,stocks,us,XNAS,CS,True,usd,0001856653,,,2022-03-22T00:00:00Z,,,,289582800.0,2022.0,,
1324,BIOT,Biotech Acquisition Company Class A Ordinary Shares,stocks,us,XNAS,CS,True,usd,0001825413,,,2022-03-22T00:00:00Z,,,,282900000.0,2021.0,Finance,Business Services
1327,BIOX,Bioceres Crop Solutions Corp. Ordinary Shares,stocks,us,XNAS,CS,True,usd,0001769484,,,2022-03-22T00:00:00Z,,,,575063441.0,,Finance,Business Services
1328,BIP,Brookfield Infrastructure Partners L.P. Limited Partnership Units,stocks,us,XNYS,CS,True,usd,0001406234,,,2022-03-22T00:00:00Z,,,,19146349940.0,,Public Utilities,Power Generation
1329,BIPC,Brookfield Infrastructure Corporation Class A Subordinate Voting Shares,stocks,us,XNYS,CS,True,usd,0001788348,BBG00SDKZ304,BBG00QDWSVL5,2022-03-22T00:00:00Z,,,,5173723669.0,2020.0,,
1334,BIRD,"Allbirds, Inc. Class A Common Stock",stocks,us,XNAS,CS,True,usd,0001653909,BBG00CCNTK76,BBG00CCNTK94,2022-03-22T00:00:00Z,,,,926430876.0,2021.0,Consumer Non-Durables,Shoe Manufacturing
1336,BIT,BLACKROCK MULTI-SECTOR INCOME TRUST,stocks,us,XNYS,FUND,True,usd,0001562818,BBG003P84BH1,BBG003P84C70,2022-03-22T00:00:00Z,,,,589560414.0,2013.0,Finance,Trusts Except Educational Religious and Charitable
1337,BITE,Bite Acquisition Corp.,stocks,us,XNYS,CS,True,usd,0001831270,BBG00Z1JNX10,BBG00Z1JNXW6,2022-03-22T00:00:00Z,,,,250759200.0,2021.0,,
1340,BITF,Bitfarms Ltd. Common Stock,stocks,us,XNAS,CS,True,usd,0001812477,BBG00PZTS4J3,BBG00PGMZVM7,2022-03-22T00:00:00Z,,,,726434618.0,,,
1342,BITQ,Bitwise Crypto Industry Innovators ETF,stocks,us,ARCX,ETF,True,usd,0001452937,BBG01076JF30,BBG01076JFY6,2022-03-22T00:00:00Z,,,,,,,
1344,BIV,Vanguard Intermediate-Term Bond ETF,stocks,us,ARCX,ETF,True,usd,0000794105,BBG000R44SW0,BBG001ST39R1,2022-03-22T00:00:00Z,,,,,,,
1345,BIVI,"BioVie, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001580149,BBG00548BTD6,BBG00548BTF4,2022-03-22T00:00:00Z,,,,99686411.0,,Health Care,Biotechnology: Pharmaceutical Preparations
1347,BJ,"BJs Wholesale Club Holdings, Inc. Common Stock",stocks,us,XNYS,CS,True,usd,0001531152,BBG00FQ8T4G3,BBG00FQ8T4M6,2022-03-22T00:00:00Z,,,,8933332438.0,2018.0,Consumer Services,Department/Specialty Retail Stores
1349,BJDX,"Bluejay Diagnostics, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001704287,BBG012TKJCJ1,BBG012TKJDC6,2022-03-22T00:00:00Z,,,,21360319.0,2021.0,Health Care,Medical Specialities
1351,BJRI,"BJ's Restaurants, Inc.",stocks,us,XNAS,CS,True,usd,0001013488,BBG000H9LNX1,BBG001S970P2,2022-03-22T00:00:00Z,,,,653901601.0,,Consumer Services,Restaurants
1354,BK,Bank of New York Mellon Corporation,stocks,us,XNYS,CS,True,usd,0001390777,BBG000BD8PN9,BBG001S5P6Q6,2022-03-22T00:00:00Z,,,,42211656038.0,,Finance,Investment Managers
1356,BKCC,BlackRock Capital Investment Corporation,stocks,us,XNAS,CS,True,usd,0001326003,BBG000LFJWM7,BBG001SQ1025,2022-03-22T00:00:00Z,,,,301135375.0,2007.0,Finance,Investment Managers
1359,BKD,"Brookdale Senior Living, Inc.",stocks,us,XNYS,CS,True,usd,0001332349,BBG000J4L211,BBG001SDHC58,2022-03-22T00:00:00Z,,,,1237822262.0,2005.0,Health Care,Hospital/Nursing Management
1360,BKE,"The Buckle, Inc.",stocks,us,XNYS,CS,True,usd,0000885245,BBG000BD9525,BBG001S5P6T3,2022-03-22T00:00:00Z,,,,1906596479.0,,Consumer Services,Clothing/Shoe/Accessory Stores
1362,BKEP,Blueknight Energy Partners L.P.,stocks,us,XNAS,CS,True,usd,0001392091,BBG000MJVCL9,BBG001SQC5P7,2022-03-22T00:00:00Z,,,,140639006.0,2011.0,Energy,Oil & Gas Production
1366,BKH,Black Hills Corporation,stocks,us,XNYS,CS,True,usd,0001130464,BBG000BD9ZM7,BBG001S5P6X8,2022-03-22T00:00:00Z,,,,4653419553.0,,Public Utilities,Electric Utilities: Central
1368,BKI,"Black Knight, Inc.  Common Stock",stocks,us,XNYS,CS,True,usd,0001627014,BBG00GX77LW3,BBG00GX77ML3,2022-03-22T00:00:00Z,,,,9407031418.0,2017.0,Technology,EDP Services
1371,BKKT,"Bakkt Holdings, Inc.",stocks,us,XNYS,CS,True,usd,0001820302,BBG00XRJ7Y40,BBG00XRJ7Y59,2022-03-22T00:00:00Z,,,,334982698.0,,Technology,Computer Software: Prepackaged Software
1374,BKLN,Invesco Senior Loan ETF,stocks,us,ARCX,ETF,True,usd,0000914208,BBG001K94N28,BBG001V0MBC0,2022-03-22T00:00:00Z,,,,,,,
1376,BKN,The BlackRock Investment Quality Municipal Trust,stocks,us,XNYS,FUND,True,usd,0000894242,BBG000BG98N9,BBG001S72D73,2022-03-22T00:00:00Z,,,,269906781.0,1993.0,Finance,Trusts Except Educational Religious and Charitable
1377,BKNG,Booking Holdings Inc. Common Stock,stocks,us,XNAS,CS,True,usd,0001075531,BBG000BLBVN4,BBG001S89N72,2022-03-22T00:00:00Z,,,,89393191760.0,,Transportation,Other Consumer Services
1378,BKR,Baker Hughes Company,stocks,us,XNAS,CS,True,usd,0001701605,BBG00GBVBK51,BBG00GBVBK60,2022-03-22T00:00:00Z,,,,33643403043.0,,Energy,Oilfield Services/Equipment
1380,BKSC,Bank of South Carolina,stocks,us,XNAS,CS,True,usd,0001007273,BBG000BDBP37,BBG001S5P784,2022-03-22T00:00:00Z,,,,98239255.0,,Finance,Major Banks
1382,BKSY,BlackSky Technology Inc.,stocks,us,XNYS,CS,True,usd,0001753539,BBG00QRY6P33,BBG00QRY6P42,2022-03-22T00:00:00Z,,,,203369181.0,2019.0,Capital Goods,Industrial Machinery/Components
1384,BKT,BlackRock Income Trust Inc.,stocks,us,XNYS,FUND,True,usd,0000832327,BBG000BDC193,BBG001S5P7B0,2022-03-22T00:00:00Z,,,,323398940.0,,Finance,Trusts Except Educational Religious and Charitable
1385,BKTI,BK Technologies Corporation,stocks,us,XASE,CS,True,usd,0000002186,BBG00NKSM4N7,BBG00NKSM4P5,2022-03-22T00:00:00Z,,,,42876557.0,,Technology,Radio And Television Broadcasting And Communications Equipment
1386,BKU,"Bankunited, Inc.",stocks,us,XNYS,CS,True,usd,0001504008,BBG000PQPCM6,BBG001T5W6B3,2022-03-22T00:00:00Z,,,,3671484412.0,2011.0,Finance,Savings Institutions
1389,BKYI,"BIO-key International, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001019034,BBG000BHHR29,BBG001S7ZTY2,2022-03-22T00:00:00Z,,,,18844940.0,,Miscellaneous,Diversified Manufacture
1390,BL,"BlackLine, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001666134,BBG0029KJVB0,BBG0029KJVD8,2022-03-22T00:00:00Z,,,,4404293701.0,2016.0,Technology,Computer Software: Prepackaged Software
1391,BLBD,Blue Bird Corporation Common Stock,stocks,us,XNAS,CS,True,usd,0001589526,BBG006427SW3,BBG006427TN1,2022-03-22T00:00:00Z,,,,662527677.0,2014.0,Capital Goods,Construction/Ag Equipment/Trucks
1392,BLBX,Blackboxstocks Inc. Common Stock,stocks,us,XNAS,CS,True,usd,0001567900,BBG007GGHNQ4,BBG007GGHNR3,2022-03-22T00:00:00Z,,,,23911848.0,,Technology,EDP Services
1393,BLCM,"Bellicum Pharmaceuticals, Inc.",stocks,us,XNAS,CS,True,usd,0001358403,BBG002QJRQ53,BBG002QJRQ99,2022-03-22T00:00:00Z,,,,16795606.0,2014.0,Health Care,Biotechnology: Pharmaceutical Preparations
1395,BLCT,BlueCity Holdings Limited American Depositary Shares,stocks,us,XNAS,ADRC,True,usd,0001791278,BBG00VJ0Q6N3,BBG00VJ0Q7F0,2022-03-22T00:00:00Z,,,,51704322.0,2020.0,Technology,EDP Services
1396,BLD,TopBuild Corp. Common Stock,stocks,us,XNYS,CS,True,usd,0001633931,BBG0077VS2C0,BBG0077VS2G6,2022-03-22T00:00:00Z,,,,7627582405.0,2015.0,Capital Goods,Engineering & Construction
1397,BLDE,"Blade Air Mobility, Inc. Class A Common Stock",stocks,us,XNAS,CS,True,usd,0001779128,BBG00Q3Q29N4,BBG00Q3Q2BD0,2022-03-22T00:00:00Z,,,,548421767.0,2019.0,Transportation,Aerospace
1400,BLDP,Ballard Power Systems Inc.,stocks,us,XNAS,CS,True,usd,0001453015,BBG000BNJRZ8,BBG001S5Y1D1,2022-03-22T00:00:00Z,,,,3499263435.0,,,
1401,BLDR,"Builders FirstSource, Inc.",stocks,us,XNYS,CS,True,usd,0001316835,BBG000BKD3K9,BBG001S9CFC7,2022-03-22T00:00:00Z,,,,13839522235.0,2005.0,Consumer Services,RETAIL: Building Materials
1402,BLE,BlackRock Municipal Income Trust II,stocks,us,XNYS,FUND,True,usd,0001176194,BBG000NWS486,BBG001SKZFD6,2022-03-22T00:00:00Z,,,,608849415.0,2002.0,Finance,Finance/Investors Services
1404,BLEU,bleuacacia ltd Class A Ordinary Shares,stocks,us,XNAS,CS,True,usd,0001843370,,,2022-03-22T00:00:00Z,,,,336030000.0,2022.0,,
1408,BLFS,BioLife Solutions Inc.,stocks,us,XNAS,CS,True,usd,0000834365,BBG000HRJ8Q5,BBG001SFGWZ7,2022-03-22T00:00:00Z,,,,1024930603.0,,Health Care,Medical/Dental Instruments
1409,BLFY,Blue Foundry Bancorp Common Stock,stocks,us,XNAS,CS,True,usd,0001846017,BBG00ZLHY9C1,BBG00ZLHYB63,2022-03-22T00:00:00Z,,,,356798221.0,2021.0,Finance,Commercial Banks
1411,BLI,"Berkeley Lights, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001689657,BBG00HJ8K617,BBG00HJ8K626,2022-03-22T00:00:00Z,,,,516855084.0,2020.0,Consumer Durables,Specialty Chemicals
1412,BLIN,Bridgeline Digital Inc.,stocks,us,XNAS,CS,True,usd,0001378590,BBG000PMGM61,BBG001SR52L4,2022-03-22T00:00:00Z,,,,18673825.0,,Technology,EDP Services
1413,BLK,"Blackrock, Inc.",stocks,us,XNYS,CS,True,usd,0001364742,BBG000C2PW58,BBG001SDBP55,2022-03-22T00:00:00Z,,,,112296996955.0,1999.0,Finance,Investment Bankers/Brokers/Service
1414,BLKB,"Blackbaud, Inc.",stocks,us,XNAS,CS,True,usd,0001280058,BBG000BGGTW5,BBG001S9B5W8,2022-03-22T00:00:00Z,,,,3182415293.0,2004.0,Technology,Computer Software: Prepackaged Software
1416,BLL,Ball Corporation,stocks,us,XNYS,CS,True,usd,0000009389,BBG000BDDNH5,BBG001S5P7Q4,2022-03-22T00:00:00Z,,,,29872736088.0,,Consumer Durables,Containers/Packaging
1417,BLMN,"Bloomin' Brands, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001546417,BBG002VZ68Y2,BBG002VZ69Q9,2022-03-22T00:00:00Z,,,,1954908576.0,2012.0,Consumer Services,Restaurants
1418,BLND,"Blend Labs, Inc.",stocks,us,XNYS,CS,True,usd,0001855747,BBG00D0YK7T7,BBG00D0YK7V4,2022-03-22T00:00:00Z,,,,1623138909.0,2021.0,Technology,EDP Services
1419,BLNG,Belong Acquisition Corp. Class A Common Stock,stocks,us,XNAS,CS,True,usd,0001842384,BBG00ZLLWHF3,BBG00ZLLWHG2,2022-03-22T00:00:00Z,,,,189710000.0,2021.0,,
1422,BLNK,Blink Charging Co. Common Stock,stocks,us,XNAS,CS,True,usd,0001429764,BBG000F9XKN7,BBG001T2HMC1,2022-03-22T00:00:00Z,,,,1086466194.0,,Capital Goods,Oilfield Services/Equipment
1425,BLPH,"Bellerophon Therapeutics, Inc.",stocks,us,XNAS,CS,True,usd,0001600132,BBG007NP1D94,BBG007NP1DD9,2022-03-22T00:00:00Z,,,,19678287.0,2015.0,Health Care,Biotechnology: Pharmaceutical Preparations
1426,BLRX,BioLineRX Ltd,stocks,us,XNAS,ADRC,True,usd,0001498403,BBG001Y26LK0,BBG001Y26MC7,2022-03-22T00:00:00Z,,,,72945913.0,,Health Care,Biotechnology: Pharmaceutical Preparations
1427,BLSA,BCLS Acquisition Corp. Class A Ordinary Shares,stocks,us,XNAS,CS,True,usd,0001823200,,,2022-03-22T00:00:00Z,,,,181978625.0,2020.0,Finance,Business Services
1428,BLTS,Bright Lights Acquisition Corp. Class A Common Stock,stocks,us,XNAS,CS,True,usd,0001827328,BBG00YMSB5J5,BBG00YMSB5L2,2022-03-22T00:00:00Z,,,,284050000.0,2021.0,,
1431,BLU,BELLUS Health Inc.,stocks,us,XNAS,CS,True,usd,0001259942,BBG000CKVYZ4,BBG001SFH5C0,2022-03-22T00:00:00Z,,,,692684435.0,2019.0,,
1432,BLUA,BlueRiver Acquisition Corp.,stocks,us,XNYS,CS,True,usd,0001831006,,,2022-03-22T00:00:00Z,,,,359292750.0,2021.0,Finance,Business Services
1435,BLUE,"bluebird bio, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001293971,BBG000QGWY50,BBG001T91ZT6,2022-03-22T00:00:00Z,,,,356452042.0,2013.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
1437,BLW,Blackrock Limited Duration Income Trust,stocks,us,XNYS,FUND,True,usd,0001233681,BBG000PLYMY2,BBG001SLG5M7,2022-03-22T00:00:00Z,,,,508528243.0,2003.0,Finance,Trusts Except Educational Religious and Charitable
1438,BLX,"Banco Latinoamericano de Comercio Exterior, S.A",stocks,us,XNYS,CS,True,usd,0000890541,,,2022-03-22T00:00:00Z,,,,558682020.0,1992.0,Finance,Commercial Banks
1439,BLZE,"Backblaze, Inc. Class A Common Stock",stocks,us,XNAS,CS,True,usd,0001462056,BBG0037X6HX3,BBG0037X6J05,2022-03-22T00:00:00Z,,,,346083259.0,2021.0,Technology,Computer Software: Prepackaged Software
1440,BMA,Banco Macro S.A.,stocks,us,XNYS,ADRC,True,usd,0001347426,BBG000Q44W43,BBG001SQK8Y2,2022-03-22T00:00:00Z,,,,1028816161.0,,Finance,Commercial Banks
1441,BMAC,Black Mountain Acquisition Corp.,stocks,us,XNYS,CS,True,usd,0001848020,BBG012JCKW40,BBG012JCKW59,2022-03-22T00:00:00Z,,,,306528000.0,2021.0,,
1444,BMAQ,Blockchain Moon Acquisition Corp. Common Stock,stocks,us,XNAS,CS,True,usd,0001867757,BBG012Q928N1,BBG012Q928P9,2022-03-22T00:00:00Z,,,,145533750.0,2021.0,,
1450,BMBL,Bumble Inc. Class A Common Stock,stocks,us,XNAS,CS,True,usd,0001830043,BBG00Z6RF483,BBG00Z6RF535,2022-03-22T00:00:00Z,,,,3740714874.0,2021.0,Technology,Computer Software: Prepackaged Software
1451,BME,Blackrock Health Sciences Trust,stocks,us,XNYS,FUND,True,usd,0001314966,BBG000QLZLB7,BBG001SN4XL6,2022-03-22T00:00:00Z,,,,571078964.0,2005.0,Finance,Trusts Except Educational Religious and Charitable
1452,BMEA,"Biomea Fusion, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001840439,BBG00YS4WDC9,BBG00YS4WDD8,2022-03-22T00:00:00Z,,,,163629796.0,2021.0,Health Care,Biotechnology: Pharmaceutical Preparations
1454,BMEZ,BlackRock Health Sciences Trust II,stocks,us,XNYS,FUND,True,usd,0001785971,BBG00R28MS68,BBG00R28MSY7,2022-03-22T00:00:00Z,,,,2230862535.0,2020.0,Finance,Finance/Investors Services
1455,BMI,"Badger Meter, Inc.",stocks,us,XNYS,CS,True,usd,0000009092,BBG000BDGHD9,BBG001S5P8Q2,2022-03-22T00:00:00Z,,,,2922312350.0,,Capital Goods,Industrial Machinery/Components
1461,BMRA,BIOMERICA INC,stocks,us,XNAS,CS,True,usd,0000073290,BBG000BDH8F6,BBG001S5P8X4,2022-03-22T00:00:00Z,,,,47423600.0,,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
1462,BMRC,Bank of Marin Bancorp,stocks,us,XNAS,CS,True,usd,0001403475,BBG000C3N539,BBG001S7WFM8,2022-03-22T00:00:00Z,,,,549758839.0,,Finance,Major Banks
1463,BMRN,BioMarin Pharmaceuticals Inc,stocks,us,XNAS,CS,True,usd,0001048477,BBG000CZWZ05,BBG001S76R05,2022-03-22T00:00:00Z,,,,15029906671.0,1999.0,Health Care,Biotechnology: Pharmaceutical Preparations
1464,BMTX,"BM Technologies, Inc.",stocks,us,XASE,CS,True,usd,0001725872,BBG00M0VJ3R6,BBG00M0VJ4H5,2022-03-22T00:00:00Z,,,,106561680.0,2018.0,Technology,EDP Services
1466,BMY,Bristol-Myers Squibb Co.,stocks,us,XNYS,CS,True,usd,0000014272,BBG000DQLV23,BBG001S8N8J6,2022-03-22T00:00:00Z,,,,154803204476.0,,Health Care,Biotechnology: Pharmaceutical Preparations
1469,BNDD,Quadratic Deflation ETF,stocks,us,ARCX,ETF,True,usd,0001536592,BBG012N0P9Z3,BBG012N0PBT5,2022-03-22T00:00:00Z,,,,,,,
1470,BNDW,Vanguard Total World Bond ETF,stocks,us,XNAS,ETF,True,usd,0001021882,BBG00LWSF7T3,BBG00LWSF8K0,2022-03-22T00:00:00Z,,,,,,,
1473,BNED,"Barnes & Noble Education, Inc",stocks,us,XNYS,CS,True,usd,0001634117,BBG009CNQCW6,BBG009CNQCX5,2022-03-22T00:00:00Z,,,,218072535.0,2015.0,Consumer Services,Other Specialty Stores
1474,BNFT,"Benefitfocus, Inc.",stocks,us,XNAS,CS,True,usd,0001576169,BBG0053Z92V9,BBG0053Z92T2,2022-03-22T00:00:00Z,,,,369689554.0,2013.0,Technology,Computer Software: Prepackaged Software
1476,BNGO,"Bionano Genomics, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001411690,BBG001KWWRS9,BBG001V0SSM6,2022-03-22T00:00:00Z,,,,677694301.0,2018.0,Capital Goods,Biotechnology: Laboratory Analytical Instruments
1478,BNIX,Bannix Acquisition Corp. Common Stock,stocks,us,XNAS,CS,True,usd,0001845942,BBG00ZDRD4K3,BBG00ZDRD4L2,2022-03-22T00:00:00Z,,,,93109120.0,2021.0,,
1483,BNL,"Broadstone Net Lease, Inc.",stocks,us,XNYS,CS,True,usd,0001424182,BBG000PWD2R3,BBG001T61WG3,2022-03-22T00:00:00Z,,,,3550027442.0,2020.0,Consumer Services,Real Estate Investment Trusts
1484,BNNR,Banner Acquisition Corp. Class A Common Stock,stocks,us,XNAS,CS,True,usd,0001852332,BBG011V6GFC4,BBG011V6GG69,2022-03-22T00:00:00Z,,,,196522750.0,2021.0,,
1487,BNO,"United States Brent Oil Fund, LP",stocks,us,ARCX,ETF,True,usd,0001472494,BBG000QZBM11,BBG001T8T4Q0,2022-03-22T00:00:00Z,,,,,,,
1489,BNOX,Bionomics Limited American Depository Shares,stocks,us,XNAS,ADRC,True,usd,0001191070,BBG013QG2041,BBG013QG21D9,2022-03-22T00:00:00Z,,,,63682669.0,2021.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
1490,BNR,Burning Rock Biotech Limited American Depositary Shares,stocks,us,XNAS,ADRC,True,usd,0001792267,BBG00V1JWDY7,BBG00V1JWFQ1,2022-03-22T00:00:00Z,,,,964982553.0,2020.0,Health Care,Medical Specialities
1491,BNS,Bank of Nova Scotia,stocks,us,XNYS,CS,True,usd,0000009631,BBG000C2RV03,BBG001S5Y2B1,2022-03-22T00:00:00Z,,,,88841529291.0,,,
1492,BNSO,Bonso Electronic International,stocks,us,XNAS,CS,True,usd,0000846546,BBG000F640B2,BBG001S9JZS9,2022-03-22T00:00:00Z,,,,17388729.0,,Capital Goods,Industrial Machinery/Components
1493,BNTC,Benitec Biopharma Inc. Common Stock,stocks,us,XNAS,CS,True,usd,0001808898,BBG00R712L56,BBG00R712L65,2022-03-22T00:00:00Z,,,,17323983.0,2015.0,Health Care,Biotechnology: Pharmaceutical Preparations
1494,BNTX,BioNTech SE American Depositary Share,stocks,us,XNAS,ADRC,True,usd,0001776985,BBG00Q70B3V1,BBG00Q70B4L0,2022-03-22T00:00:00Z,,,,42309507969.0,2019.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
1495,BNY,BlackRock New York Municipal Income Trust,stocks,us,XNYS,FUND,True,usd,0001137390,BBG000BZF6G2,BBG001SFL1C4,2022-03-22T00:00:00Z,,,,300295460.0,,Finance,Trusts Except Educational Religious and Charitable
1496,BOAC,Bluescape Opportunities Acquisition Corp.,stocks,us,XNYS,CS,True,usd,0001818089,,,2022-03-22T00:00:00Z,,,,747225000.0,2020.0,Finance,Business Services
1499,BOAS,BOA Acquisition Corp.,stocks,us,XNYS,CS,True,usd,0001838544,BBG00Z727X28,BBG00Z727X37,2022-03-22T00:00:00Z,,,,284050000.0,2021.0,,
